explanation_id,sentence_id,sentence_text,annotator,label,notes
AI_P24_2,5,"Think of it like a crowd in a room getting increasingly agitated — the more energetically people bounce around, the harder they push against the walls.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P24_2,6,"This relationship is captured by Gay-Lussac's Law: at constant volume, pressure is directly proportional to absolute temperature.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_1,1,"When magnetic flux through a loop changes, an induced current appears whose direction opposes that change—this is Lenz’s law.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P25_1,1,"When magnetic flux through a loop changes, an induced current appears whose direction opposes that change—this is Lenz’s law.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_1,2,"The deeper reason is conservation of energy: if the induced current reinforced the change, the system would amplify itself without any external work, creating energy from nothing.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_1,2,"The deeper reason is conservation of energy: if the induced current reinforced the change, the system would amplify itself without any external work, creating energy from nothing.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_1,3,"Instead, the induced current produces its own magnetic field that resists the change, so an external agent must do work to alter the flux.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_1,3,"Instead, the induced current produces its own magnetic field that resists the change, so an external agent must do work to alter the flux.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_1,4,"For example, pushing a magnet toward a conducting loop induces a current whose magnetic field repels the magnet, making it feel harder to push—your mechanical work becomes electrical energy.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P25_1,4,"For example, pushing a magnet toward a conducting loop induces a current whose magnetic field repels the magnet, making it feel harder to push—your mechanical work becomes electrical energy.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,1,"When a magnetic flux through a conducting loop changes, the loop responds by driving a current that creates its own magnetic field to resist that change — this is Faraday's law combined with Lenz's law.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P25_2,1,"When a magnetic flux through a conducting loop changes, the loop responds by driving a current that creates its own magnetic field to resist that change — this is Faraday's law combined with Lenz's law.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,2,"The deeper reason is energy conservation: if the induced current reinforced the change instead of opposing it, the growing magnetic field would induce a stronger current, which would grow the field further, generating energy from nothing, violating conservation of energy.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_2,2,"The deeper reason is energy conservation: if the induced current reinforced the change instead of opposing it, the growing magnetic field would induce a stronger current, which would grow the field further, generating energy from nothing, violating conservation of energy.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,3,"Think of it like mechanical inertia — just as a stationary object resists being pushed, a stable magnetic flux resists being disturbed.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P25_2,3,"Think of it like mechanical inertia — just as a stationary object resists being pushed, a stable magnetic flux resists being disturbed.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P25_2,4,"Nature always pushes back against the disturbance, never amplifying it freely.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P25_2,4,"Nature always pushes back against the disturbance, never amplifying it freely.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P26_1,1,Total momentum is conserved in collisions because of Newton’s third law and the absence of significant external forces.,Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P26_1,2,"During a collision, the forces the objects exert on each other are equal in magnitude and opposite in direction, so the impulse (force × time) each object experiences is equal and opposite.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_1,3,"This means any momentum lost by one object is exactly gained by the other, leaving the total unchanged.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_1,4,"If no external forces act on the system, there’s nothing to add or remove momentum overall.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_1,5,"A simple example is two ice skaters pushing off each other: they move apart, but their combined momentum remains zero if they started at rest.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,1,"Newton's third law tells us that whenever two objects interact, they exert equal and opposite forces on each other.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,2,"During a collision, object A pushes on object B with exactly the force that B pushes back on A, just in the opposite direction.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,3,"Since momentum change equals force multiplied by time, these paired forces act for the same duration, so whatever momentum one object gains, the other loses by precisely that amount.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,4,The total momentum of the system therefore stays constant.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P26_2,5,"Think of two skaters pushing off each other on frictionless ice: one glides left, the other right, but their combined momentum remains zero throughout.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P27_1,1,Newton’s second law states that the net force acting on an object equals its mass times its acceleration (F = ma).,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_1,2,This means acceleration depends on both how strong the overall (net) force is and how much mass the object has.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_1,3,"For a given mass, a larger net force produces a larger acceleration; for a given force, a larger mass produces a smaller acceleration.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_1,4,The key idea is that forces don’t just cause motion—they change motion.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_1,5,"For example, pushing an empty shopping cart makes it speed up quickly, but the same push on a full cart leads to a much smaller acceleration because its mass is greater.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P27_2,1,Newton's second law states that the net force acting on an object equals its mass multiplied by its acceleration: F = ma.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_2,2,"This means acceleration is directly proportional to net force — push harder, and the object speeds up faster.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_2,3,It also means acceleration is inversely proportional to mass — a heavier object is harder to accelerate with the same force.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P27_2,4,"Think of pushing a shopping cart: an empty cart accelerates easily with a small push, but a full cart requires much more force to achieve the same acceleration.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P27_2,5,The key insight is that force doesn't determine speed directly; it determines how quickly velocity changes.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_1,1,"In a system where only conservative forces (like gravity or a spring) do work, energy can shift between kinetic energy (motion) and potential energy (stored due to position or configuration) without changing the total mechanical energy.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P28_1,2,"The key principle is conservation of mechanical energy: energy isn’t lost, just transformed.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_1,3,"For example, when you toss a ball upward, it slows down as kinetic energy decreases, but its gravitational potential energy increases by exactly the same amount.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P28_1,4,"At the top, kinetic energy is minimal and potential is maximal; on the way down, the process reverses.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_1,5,"Ignoring friction or air resistance, the sum of the two energies stays constant.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_2,1,"In an isolated system with no friction or other non-conservative forces doing work, the total mechanical energy — the sum of kinetic and potential energy — stays fixed because energy simply converts between the two forms rather than disappearing.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_2,2,"As an object gains speed, its kinetic energy rises while its potential energy drops by exactly the same amount, and vice versa.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P28_2,3,"Think of a swinging pendulum: at the bottom of its arc it moves fastest and has maximum kinetic energy, while at the top of each swing it momentarily stops and holds maximum potential energy.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P28_2,4,The total never changes — energy just shifts form continuously.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_1,1,"Wave speed, frequency, and wavelength are linked by the equation v = fλ, where v is wave speed, f is frequency, and λ is wavelength.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P29_1,1,"Wave speed, frequency, and wavelength are linked by the equation v = fλ, where v is wave speed, f is frequency, and λ is wavelength.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P29_1,2,"In a given medium, the wave speed is usually fixed by the medium’s properties, so frequency and wavelength must adjust to keep their product constant.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_1,2,"In a given medium, the wave speed is usually fixed by the medium’s properties, so frequency and wavelength must adjust to keep their product constant.",Annotator Two,CAVEAT,AUTO_ANN2_DRAFT: overlap extension
AI_P29_1,3,"If the frequency increases, the wavelength decreases proportionally.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_1,3,"If the frequency increases, the wavelength decreases proportionally.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P29_1,4,"For example, if you shake a rope faster, the ripples become more closely spaced rather than moving faster along the rope.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P29_1,4,"For example, if you shake a rope faster, the ripples become more closely spaced rather than moving faster along the rope.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P29_1,5,"The key principle is that the medium sets the speed, so changes in frequency are balanced by opposite changes in wavelength.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_1,5,"The key principle is that the medium sets the speed, so changes in frequency are balanced by opposite changes in wavelength.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P29_2,1,"All waves obey the relationship v = fλ, where v is wave speed, f is frequency, and λ is wavelength.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P29_2,1,"All waves obey the relationship v = fλ, where v is wave speed, f is frequency, and λ is wavelength.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P29_2,2,"In a given medium, the wave speed is fixed by the physical properties of that medium — for example, sound travels at roughly 343 m/s in air regardless of the source.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P29_2,2,"In a given medium, the wave speed is fixed by the physical properties of that medium — for example, sound travels at roughly 343 m/s in air regardless of the source.",Annotator Two,CAVEAT,AUTO_ANN2_DRAFT: overlap extension
AI_P29_2,3,"This means if you increase the frequency, the wavelength must decrease proportionally to keep the speed constant.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_2,3,"This means if you increase the frequency, the wavelength must decrease proportionally to keep the speed constant.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P29_2,4,"Think of a jump rope being shaken faster: the waves come more frequently, but each individual wave crest is shorter, while the speed at which disturbances travel along the rope stays the same.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P29_2,4,"Think of a jump rope being shaken faster: the waves come more frequently, but each individual wave crest is shorter, while the speed at which disturbances travel along the rope stays the same.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P30_1,1,"A magnetic field changes a moving charged particle’s motion through the Lorentz force, which acts perpendicular to both the particle’s velocity and the magnetic field.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_1,2,"Because the force is always sideways rather than along the direction of motion, it does not speed the particle up or slow it down; instead, it bends its path.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_1,3,"If the velocity is fully perpendicular to the field, the particle moves in a circle; if there is also motion along the field, the path becomes a helix.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_1,4,"A helpful analogy is a ball tied to a string: the tension (like the magnetic force) continuously pulls sideways, curving the motion without changing its speed.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P30_2,1,"A magnetic field exerts a force on a moving charged particle, but this force always points perpendicular to both the particle's velocity and the magnetic field direction — described by the equation **F = qv × B**.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_2,2,"Because the force is always sideways to the motion, it never speeds the particle up or slows it down; it only continuously redirects it.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_2,3,This causes the particle to curve into a circular or helical path rather than a straight one.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_2,4,"Think of it like a ball on a string: the string pulls sideways, keeping the ball spinning in a circle without changing its speed.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P30_2,5,No work is done.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
